left_command,right_command,left_speed,right_speed,x,y,alpha,theta,ref_x,ref_y,ref_alpha,ref_theta
51,45,34.7686143480292,52.15292152204405,35.54361814650934,-0.0695314665618624,9.836712587672373,0.4104591061112844,0,0,11.2,0.0
55,50,52.15292152204405,52.15292152204405,36.28864076450258,-0.06419413540315354,9.965931172565869,0.4104591061112844,0,0,11.2,0.0
54,46,52.15292152204405,69.5372286960589,37.15782555800153,-0.05692945882437999,9.553703260491062,0.5472788081483791,0,0,11.2,0.0
49,41,104.3058430440881,104.3058430440881,38.64784105504708,-0.04269667042191476,8.90552627634702,0.5472788081483791,0,0,11.2,0.0
41,35,139.07445739211732,121.69015021810246,40.51037989825911,-0.027129506324542918,8.062837406525421,0.4104591061112844,0,0,11.2,0.0
32,26,121.69015021810246,121.69015021810246,42.24876600691001,-0.014675733620888929,7.154460019178323,0.4104591061112844,0,0,11.2,0.0
18,14,104.3058430440881,86.92153587007326,43.61465119164285,-0.006521458309642554,6.159320525224258,0.2736394040741896,0,0,11.2,0.0
4,0,104.3058430440881,104.3058430440881,45.104717669851134,0.0005950170523558338,5.088191458792828,0.2736394040741896,0,0,11.2,0.0
-12,-15,69.5372286960589,52.15292152204405,45.973927245918624,0.003708479461738958,4.091098037731165,0.1368197020370948,0,0,11.2,0.0
-16,-17,34.7686143480292,17.38430717401485,46.34644775989411,0.00415326065135807,4.125651834476156,3.9259971849315285e-15,0,0,11.2,0.0
-18,-19,0.0,0.0,46.34644775989411,0.00415326065135807,4.301487276141544,3.9259971849315285e-15,0,0,11.2,0.0
-23,-24,0.0,0.0,46.34644775989411,0.00415326065135807,4.264418898740843,3.9259971849315285e-15,0,0,11.2,0.0
-29,-29,0.0,0.0,46.34644775989411,0.00415326065135807,4.1694203318940275,3.9259971849315285e-15,0,0,11.2,0.0
-35,-36,0.0,0.0,46.34644775989411,0.00415326065135807,4.053044087952635,3.9259971849315285e-15,0,0,11.2,0.0
