active,angle,s0,s1,s2,s3,s4,line_position,x,y,theta
False,77.33001063583775,0,0,0,0,0,0,0.0,0.0,0.0
False,77.1960924141095,0,0,0,0,0,0,0.0,0.0,0.0
False,76.50781048824796,0,0,0,0,0,0,0.0,0.0,0.0
False,75.34988420752755,0,0,0,0,0,0,0.0,0.0,0.0
False,73.96239475707752,0,0,0,0,0,0,0.0,0.0,0.0
False,72.5177983836884,0,0,0,0,0,0,0.0,0.0,0.0
False,71.04449668790146,0,0,0,0,0,0,0.0,0.0,0.0
False,69.46505281935832,0,0,0,0,0,0,0.0,0.0,0.0
False,67.83196610734213,0,0,0,0,0,0,0.0,0.0,0.0
False,66.06317881920228,0,0,0,0,0,0.0,0.0,0.0,0.0
False,64.32934630790207,0,0,0,0,0,0.0,0.0,0.0,0.0
False,62.61820115214528,0,0,0,0,0,0.0,0.0,0.0,0.0
False,60.93144775375574,0,0,0,0,0,-2.009493670886076,0.0,0.0,0.0
False,59.32587564524811,0,0,0,0,0,-3.1192982456140355,0.0,0.0,0.0
False,57.81015306365404,0,0,0,0,0,-3.3645522388059703,0.0,0.0,0.0
False,56.44053234501686,0,0,0,0,0,-3.6364425162689806,0.0,0.0,0.0
False,55.13470120789914,0,0,0,0,0,-2.8056754221388367,0.0,0.0,0.0
False,53.81830620569372,0,0,0,0,0,-1.8620300751879701,0.0,0.0,0.0
False,52.05258498122773,0,0,0,0,0,-1.6846938775510212,0.0,0.0,0.0
False,50.16347666481977,0,0,0,0,0,-1.1877139364303178,0.0,0.0,0.0
False,48.45036030639826,0,0,0,0,0,-0.9882450331125829,0.0,0.0,0.0
False,46.51709044627567,0,0,0,0,0,-1.000566426364573,0.0,0.0,0.0
False,44.605950036352624,0,0,0,0,0,-0.7822463768115941,0.0,0.0,0.0
False,42.73160420518956,0,0,0,0,0,-0.6568965517241381,0.0,0.0,0.0
False,40.81854913407904,0,0,0,0,0,-0.6155895196506552,0.0,0.0,0.0
False,38.802696264014145,0,0,0,0,0,-0.523794416243655,0.0,0.0,0.0
False,36.79719881045395,0,0,0,0,0,-0.5874794407894743,0.0,0.0,0.0
False,35.025565704366684,0,0,0,0,0,-0.48635113904163363,0.0,0.0,0.0
False,33.28758208413097,0,0,0,0,0,-0.4893980061349694,0.0,0.0,0.0
False,31.64717947474875,0,0,0,0,0,-0.4665599095704593,0.0,0.0,0.0
True,29.984373321531102,0,0,0,0,0,0,0.0,0.0,0.0
