active,state,x,y,theta
1,3,58.16527684146569,-2.743221926583522,0.004775908564288567
1,3,64.14307264538748,-2.743221926583522,0.0047759085642886355
1,3,73.60791600159698,-2.743221926583522,0.004775908564288567
1,3,79.69231364267964,-2.706898336560695,0.007163862846433328
1,3,89.1292668039274,-2.639292141883729,0.007163862846433328
1,3,98.6902995324158,-2.55938069951722,0.009551817128578225
1,3,104.89853222199723,-2.48525229776981,0.014327725692867882
1,3,115.07933710889425,-2.315057369484384,0.01910363425715754
1,3,125.13479103876026,-2.0869045691057373,0.026267497103592094
1,3,131.96219197069175,-1.915681712500876,0.023879542821447334
1,3,142.63807892785843,-1.660697944224928,0.023879542821447334
1,3,149.46586926573247,-1.5057790816008538,0.021491588539302435
1,3,160.51504257573336,-1.2814764509299144,0.01910363425715754
1,3,171.56472000667534,-1.0835593554259069,0.016715679975012644
1,3,179.13839676090336,-0.9659935538895874,0.014327725692867747
1,3,190.6855449392786,-0.8143274925605013,0.01193977141072285
1,3,198.2596967999122,-0.7329340819857966,0.009551817128577953
1,3,209.8074376278268,-0.636417664582091,0.007163862846433056
1,3,220.98292559333657,-0.5830441500926462,0.0023879542821432613
1,3,228.18497517402068,-0.565845952266323,0.0023879542821432613
1,3,239.3605693509443,-0.539159093570304,0.0023879542821432613
1,3,246.4384187560653,-0.5138066139510415,0.0047759085642881585
1,3,257.3655729295927,-0.4616191279630714,0.0047759085642881585
1,3,267.547693864016,-0.412989879656099,0.0047759085642881585
1,3,274.3771197876802,-0.3722185030998718,0.007163862846433329
1,3,284.68334436339165,-0.310690789387733,0.004775908564288705
1,3,291.26442752619533,-0.27140200834263234,0.007163862846433329
1,3,301.07396658018575,-0.21283948565276528,0.004775908564288705
1,3,311.00781862976834,-0.18911785602327374,-1.0894063429134349e-15
1,3,317.34066736735156,-0.18155657579974993,0.002387954282144081
1,3,327.6470094835804,-0.14463980723134587,0.004775908564288705
1,3,337.58078600496896,-0.09719663815136753,0.004775908564288705
1,3,344.2861361384372,-0.08118453815146073,-1.0894063429134349e-15
1,3,354.716720442846,-0.0811845381514721,-1.0894063429134349e-15
1,3,361.7946102083802,-0.07273369554870826,0.0023879542821435345
1,3,372.84605212298624,-0.0595385202566735,-1.0894063429134349e-15
1,3,383.89749403759225,-0.04634334496463874,0.0023879542821435345
1,3,391.34789015554134,-0.028552105833957342,0.0023879542821435345
1,3,402.6476146444187,0.011922905488018519,0.004775908564288705
1,3,409.97372608980396,0.055659473066516835,0.007163862846433875
1,3,420.9007244870382,0.13394033006090456,0.007163862846433875
1,3,431.3310411389436,0.20866296628282008,0.007163862846433875
1,3,438.2845855735472,0.25847805709743055,0.007163862846433875
1,3,448.46656135278823,0.3314215829331102,0.007163862846433875
1,3,454.5509589938709,0.36774517295593906,0.004775908564289251
1,3,463.7397721397348,0.38968768036321866,-5.429684479807406e-16
1,3,472.3077439611709,0.39991764772445676,0.0023879542821446274
1,3,477.7713677810002,0.4129645564202957,0.0023879542821446274
1,3,486.21515004800915,0.4331279607684104,0.0023879542821446274
1,3,494.28638182577873,0.462038683141257,0.004775908564289251
