phase,x,y,theta,angle,dE.I
1,-42.97124851105774,-3.933261496645458,0.9577379142596522,15.298507313571395,-88.50935994469113
1,-42.97124851105774,-3.933261496645458,0.9577379142596522,15.45766414979241,-89.12323492342053
1,-42.97124851105774,-3.933261496645458,0.9577379142596522,15.589929287374437,-89.73710990214992
2,-42.97124851105774,-3.933261496645458,0.9577379142596522,15.810420388123294,-90.35098488087932
3,-42.97124851105774,-3.933261496645458,0.9577379142596522,16.04459768807451,-90.96485985960872
3,-42.97124851105774,-3.933261496645458,0.9577379142596522,16.323150816365413,-91.57873483833812
3,-42.97124851105774,-3.933261496645458,0.9577379142596522,16.63347889299847,-92.19260981706752
3,-42.97124851105774,-3.933261496645458,0.9577379142596522,16.994980399453603,-92.80648479579692
3,-42.97124851105774,-3.933261496645458,0.9577379142596522,17.396628459816707,-93.42035977452632
3,-42.97124851105774,-3.933261496645458,0.9577379142596522,17.82905622609879,-94.03423475325572
3,-42.847089875742526,-3.931334188423551,0.8209182122225573,18.326593712494223,-94.6463360371949
3,-42.72292699210408,-3.9297033705597975,0.6840985101854626,18.78064290065053,-95.25666356565353
3,-42.22625563178618,-3.9249591122678624,0.4104591061112769,19.043151705749832,-95.85989578896476
3,-41.10870258677671,-3.920956096778947,-3.578124016646456e-15,19.158237465495066,-96.44716296877586
3,-39.991149541767236,-3.9249591122678624,-0.41045910611128406,18.977727367244906,-97.01846510508682
3,-38.25284934487311,-3.9457150055785606,-0.9577379142596594,18.569982969096834,-97.56493438144214
3,-36.88715887588028,-3.9701766690678197,-1.094557616296754,17.939259344050793,-98.09189379395472
3,-33.16353616325859,-4.076907973887097,-2.189115232593501,17.102215479251672,-98.565658596287
